Participant,Question,Response,Needs Reverse Coding?,Temp Coded Value,Temp Reversed Coded Value,Recoded Value
187,F2.3,Somewhat Agree,No,4,2,4
188,F2.3,Somewhat Agree,No,4,2,4
189,F2.3,Strongly Agree,No,5,1,5
190,F2.3,Strongly Agree,No,5,1,5
191,F2.3,Strongly Agree,No,5,1,5
192,F2.3,Somewhat Agree,No,4,2,4
193,F2.3,Somewhat Disagree,No,2,4,2
194,F2.3,Strongly Agree,No,5,1,5
195,F2.3,Neither Agree nor Disagree,No,3,3,3
196,F2.3,Somewhat Disagree,No,2,4,2
197,F2.3,Neither Agree nor Disagree,No,3,3,3
198,F2.3,Somewhat Agree,No,4,2,4
199,F2.3,Somewhat Agree,No,4,2,4
200,F2.3,Somewhat Agree,No,4,2,4
201,F2.3,Somewhat Agree,No,4,2,4
202,F2.3,Somewhat Agree,No,4,2,4
203,F2.3,Strongly Agree,No,5,1,5
204,F2.3,Somewhat Agree,No,4,2,4
205,F2.3,Neither Agree nor Disagree,No,3,3,3
206,F2.3,Somewhat Agree,No,4,2,4
207,F2.3,Strongly Agree,No,5,1,5
208,F2.3,Strongly Agree,No,5,1,5
209,F2.3,Strongly Agree,No,5,1,5
210,F2.3,Somewhat Agree,No,4,2,4
211,F2.3,Somewhat Agree,No,4,2,4
212,F2.3,Somewhat Agree,No,4,2,4
213,F2.3,Strongly Agree,No,5,1,5
214,F2.3,Somewhat Agree,No,4,2,4
215,F2.3,Strongly Agree,No,5,1,5
216,F2.3,Somewhat Agree,No,4,2,4
217,F2.3,Strongly Agree,No,5,1,5
218,F2.3,Strongly Agree,No,5,1,5
219,F2.3,Somewhat Agree,No,4,2,4
220,F2.3,Neither Agree nor Disagree,No,3,3,3
221,F2.3,Strongly Agree,No,5,1,5
222,F2.3,Strongly Agree,No,5,1,5
223,F2.3,Somewhat Agree,No,4,2,4
224,F2.3,Strongly Agree,No,5,1,5
225,F2.3,Somewhat Agree,No,4,2,4
226,F2.3,Strongly Agree,No,5,1,5
227,F2.3,Strongly Agree,No,5,1,5
228,F2.3,Somewhat Agree,No,4,2,4
229,F2.3,Somewhat Agree,No,4,2,4
230,F2.3,Somewhat Disagree,No,2,4,2
231,F2.3,Strongly Agree,No,5,1,5
232,F2.3,Somewhat Agree,No,4,2,4
233,F2.3,Somewhat Agree,No,4,2,4
234,F2.3,Somewhat Agree,No,4,2,4
235,F2.3,Somewhat Agree,No,4,2,4
236,F2.3,Somewhat Agree,No,4,2,4
237,F2.3,Somewhat Agree,No,4,2,4
238,F2.3,Strongly Agree,No,5,1,5
239,F2.3,Somewhat Agree,No,4,2,4
240,F2.3,Strongly Agree,No,5,1,5
241,F2.3,Somewhat Agree,No,4,2,4
242,F2.3,Somewhat Agree,No,4,2,4
243,F2.3,Somewhat Agree,No,4,2,4
244,F2.3,Strongly Agree,No,5,1,5
245,F2.3,Strongly Agree,No,5,1,5
246,F2.3,Somewhat Agree,No,4,2,4
247,F2.3,Somewhat Agree,No,4,2,4
248,F2.3,Somewhat Agree,No,4,2,4
249,F2.3,Somewhat Agree,No,4,2,4
250,F2.3,Somewhat Agree,No,4,2,4
251,F2.3,Strongly Disagree,No,1,5,1
252,F2.3,Somewhat Disagree,No,2,4,2
253,F2.3,Somewhat Agree,No,4,2,4
254,F2.3,Strongly Agree,No,5,1,5
255,F2.3,Somewhat Agree,No,4,2,4
256,F2.3,Somewhat Agree,No,4,2,4
257,F2.3,Strongly Agree,No,5,1,5
258,F2.3,Somewhat Agree,No,4,2,4
259,F2.3,Somewhat Agree,No,4,2,4
260,F2.3,Somewhat Agree,No,4,2,4
261,F2.3,Somewhat Agree,No,4,2,4
262,F2.3,Neither Agree nor Disagree,No,3,3,3
263,F2.3,Somewhat Agree,No,4,2,4
264,F2.3,Somewhat Agree,No,4,2,4
1,F4.1,Somewhat Agree,Yes,4,2,2
2,F4.1,Neither Agree nor Disagree,Yes,3,3,3
3,F4.1,Neither Agree nor Disagree,Yes,3,3,3
4,F4.1,Neither Agree nor Disagree,Yes,3,3,3
5,F4.1,Neither Agree nor Disagree,Yes,3,3,3
6,F4.1,Somewhat Disagree,Yes,2,4,4
7,F4.1,Neither Agree nor Disagree,Yes,3,3,3
8,F4.1,Somewhat Disagree,Yes,2,4,4
9,F4.1,Somewhat Disagree,Yes,2,4,4
10,F4.1,Neither Agree nor Disagree,Yes,3,3,3
11,F4.1,Somewhat Disagree,Yes,2,4,4
12,F4.1,Somewhat Disagree,Yes,2,4,4
13,F4.1,Neither Agree nor Disagree,Yes,3,3,3
14,F4.1,Neither Agree nor Disagree,Yes,3,3,3
15,F4.1,Somewhat Disagree,Yes,2,4,4
16,F4.1,Somewhat Disagree,Yes,2,4,4
17,F4.1,Neither Agree nor Disagree,Yes,3,3,3
18,F4.1,Strongly Agree,Yes,5,1,1
19,F4.1,Somewhat Disagree,Yes,2,4,4
20,F4.1,Neither Agree nor Disagree,Yes,3,3,3
21,F4.1,Somewhat Disagree,Yes,2,4,4
22,F4.1,Neither Agree nor Disagree,Yes,3,3,3
23,F4.1,Somewhat Agree,Yes,4,2,2
24,F4.1,Somewhat Disagree,Yes,2,4,4
25,F4.1,Somewhat Agree,Yes,4,2,2
26,F4.1,Somewhat Agree,Yes,4,2,2
27,F4.1,Somewhat Disagree,Yes,2,4,4
28,F4.1,Strongly Agree,Yes,5,1,1
29,F4.1,Somewhat Agree,Yes,4,2,2
30,F4.1,Somewhat Disagree,Yes,2,4,4
31,F4.1,Somewhat Disagree,Yes,2,4,4
32,F4.1,Neither Agree nor Disagree,Yes,3,3,3
33,F4.1,Somewhat Agree,Yes,4,2,2
34,F4.1,Somewhat Disagree,Yes,2,4,4
35,F4.1,Somewhat Disagree,Yes,2,4,4
36,F4.1,Strongly Disagree,Yes,1,5,5
37,F4.1,Somewhat Disagree,Yes,2,4,4
38,F4.1,Somewhat Agree,Yes,4,2,2
39,F4.1,Somewhat Agree,Yes,4,2,2
40,F4.1,Neither Agree nor Disagree,Yes,3,3,3
41,F4.1,Strongly Agree,Yes,5,1,1
42,F4.1,Neither Agree nor Disagree,Yes,3,3,3
43,F4.1,Neither Agree nor Disagree,Yes,3,3,3
44,F4.1,Somewhat Disagree,Yes,2,4,4
45,F4.1,Neither Agree nor Disagree,Yes,3,3,3
46,F4.1,Neither Agree nor Disagree,Yes,3,3,3
47,F4.1,Neither Agree nor Disagree,Yes,3,3,3
48,F4.1,Neither Agree nor Disagree,Yes,3,3,3
49,F4.1,Somewhat Disagree,Yes,2,4,4
50,F4.1,Somewhat Disagree,Yes,2,4,4
51,F4.1,Somewhat Agree,Yes,4,2,2
52,F4.1,Somewhat Disagree,Yes,2,4,4
53,F4.1,Somewhat Agree,Yes,4,2,2
54,F4.1,Neither Agree nor Disagree,Yes,3,3,3
55,F4.1,Neither Agree nor Disagree,Yes,3,3,3
56,F4.1,Strongly Agree,Yes,5,1,1
57,F4.1,Strongly Disagree,Yes,1,5,5
58,F4.1,Somewhat Disagree,Yes,2,4,4
59,F4.1,Somewhat Agree,Yes,4,2,2
60,F4.1,Somewhat Agree,Yes,4,2,2
61,F4.1,Strongly Disagree,Yes,1,5,5
62,F4.1,Strongly Disagree,Yes,1,5,5
63,F4.1,Somewhat Disagree,Yes,2,4,4
64,F4.1,Somewhat Agree,Yes,4,2,2
65,F4.1,Strongly Disagree,Yes,1,5,5
66,F4.1,Somewhat Agree,Yes,4,2,2
67,F4.1,Neither Agree nor Disagree,Yes,3,3,3
68,F4.1,Strongly Agree,Yes,5,1,1
69,F4.1,Strongly Disagree,Yes,1,5,5
70,F4.1,Somewhat Disagree,Yes,2,4,4
71,F4.1,Neither Agree nor Disagree,Yes,3,3,3
72,F4.1,Somewhat Agree,Yes,4,2,2
73,F4.1,Somewhat Disagree,Yes,2,4,4
74,F4.1,Somewhat Agree,Yes,4,2,2
75,F4.1,Somewhat Disagree,Yes,2,4,4
76,F4.1,Neither Agree nor Disagree,Yes,3,3,3
77,F4.1,Somewhat Disagree,Yes,2,4,4
78,F4.1,Neither Agree nor Disagree,Yes,3,3,3
79,F4.1,Somewhat Disagree,Yes,2,4,4
80,F4.1,Strongly Disagree,Yes,1,5,5
81,F4.1,Neither Agree nor Disagree,Yes,3,3,3
82,F4.1,Somewhat Agree,Yes,4,2,2
83,F4.1,Somewhat Agree,Yes,4,2,2
84,F4.1,Somewhat Disagree,Yes,2,4,4
85,F4.1,Strongly Disagree,Yes,1,5,5
86,F4.1,Neither Agree nor Disagree,Yes,3,3,3
87,F4.1,Neither Agree nor Disagree,Yes,3,3,3
88,F4.1,Somewhat Agree,Yes,4,2,2
89,F4.1,Neither Agree nor Disagree,Yes,3,3,3
90,F4.1,Neither Agree nor Disagree,Yes,3,3,3
91,F4.1,Strongly Disagree,Yes,1,5,5
92,F4.1,Neither Agree nor Disagree,Yes,3,3,3
93,F4.1,Strongly Disagree,Yes,1,5,5
94,F4.1,Somewhat Agree,Yes,4,2,2
95,F4.1,Somewhat Agree,Yes,4,2,2
96,F4.1,Neither Agree nor Disagree,Yes,3,3,3
97,F4.1,Somewhat Agree,Yes,4,2,2
98,F4.1,Strongly Disagree,Yes,1,5,5
99,F4.1,Somewhat Agree,Yes,4,2,2
100,F4.1,Neither Agree nor Disagree,Yes,3,3,3
101,F4.1,Neither Agree nor Disagree,Yes,3,3,3
102,F4.1,Somewhat Agree,Yes,4,2,2
103,F4.1,Somewhat Agree,Yes,4,2,2
104,F4.1,Neither Agree nor Disagree,Yes,3,3,3
105,F4.1,Somewhat Agree,Yes,4,2,2
106,F4.1,Strongly Agree,Yes,5,1,1
107,F4.1,Somewhat Disagree,Yes,2,4,4
108,F4.1,Neither Agree nor Disagree,Yes,3,3,3
109,F4.1,Strongly Disagree,Yes,1,5,5
110,F4.1,Neither Agree nor Disagree,Yes,3,3,3
111,F4.1,Somewhat Disagree,Yes,2,4,4
112,F4.1,Somewhat Disagree,Yes,2,4,4
113,F4.1,Somewhat Disagree,Yes,2,4,4
114,F4.1,Strongly Disagree,Yes,1,5,5
115,F4.1,Somewhat Disagree,Yes,2,4,4
116,F4.1,Somewhat Agree,Yes,4,2,2
117,F4.1,Neither Agree nor Disagree,Yes,3,3,3
118,F4.1,Somewhat Agree,Yes,4,2,2
119,F4.1,Somewhat Disagree,Yes,2,4,4
120,F4.1,Somewhat Disagree,Yes,2,4,4
121,F4.1,Strongly Disagree,Yes,1,5,5
122,F4.1,Somewhat Agree,Yes,4,2,2
123,F4.1,Somewhat Disagree,Yes,2,4,4
124,F4.1,Neither Agree nor Disagree,Yes,3,3,3
125,F4.1,Neither Agree nor Disagree,Yes,3,3,3
126,F4.1,Somewhat Disagree,Yes,2,4,4
127,F4.1,Somewhat Agree,Yes,4,2,2
128,F4.1,Somewhat Agree,Yes,4,2,2
129,F4.1,Strongly Agree,Yes,5,1,1
130,F4.1,Strongly Disagree,Yes,1,5,5
131,F4.1,Neither Agree nor Disagree,Yes,3,3,3
132,F4.1,Somewhat Agree,Yes,4,2,2
133,F4.1,Neither Agree nor Disagree,Yes,3,3,3
134,F4.1,Neither Agree nor Disagree,Yes,3,3,3
135,F4.1,Somewhat Disagree,Yes,2,4,4
136,F4.1,Neither Agree nor Disagree,Yes,3,3,3
137,F4.1,Strongly Agree,Yes,5,1,1
138,F4.1,Neither Agree nor Disagree,Yes,3,3,3
139,F4.1,Strongly Agree,Yes,5,1,1
140,F4.1,Somewhat Agree,Yes,4,2,2
141,F4.1,Somewhat Disagree,Yes,2,4,4
142,F4.1,Somewhat Agree,Yes,4,2,2
143,F4.1,Somewhat Agree,Yes,4,2,2
144,F4.1,Somewhat Agree,Yes,4,2,2
145,F4.1,Somewhat Disagree,Yes,2,4,4
146,F4.1,Somewhat Agree,Yes,4,2,2
147,F4.1,Somewhat Agree,Yes,4,2,2
148,F4.1,Somewhat Agree,Yes,4,2,2
149,F4.1,Somewhat Disagree,Yes,2,4,4
150,F4.1,Strongly Disagree,Yes,1,5,5
151,F4.1,Strongly Disagree,Yes,1,5,5
152,F4.1,Strongly Agree,Yes,5,1,1
153,F4.1,Somewhat Disagree,Yes,2,4,4
154,F4.1,Somewhat Agree,Yes,4,2,2
155,F4.1,Somewhat Agree,Yes,4,2,2
156,F4.1,Strongly Disagree,Yes,1,5,5
157,F4.1,Strongly Agree,Yes,5,1,1
158,F4.1,Somewhat Disagree,Yes,2,4,4
159,F4.1,Somewhat Agree,Yes,4,2,2
160,F4.1,Somewhat Agree,Yes,4,2,2
161,F4.1,Somewhat Disagree,Yes,2,4,4
162,F4.1,Somewhat Agree,Yes,4,2,2
163,F4.1,Somewhat Disagree,Yes,2,4,4
164,F4.1,Neither Agree nor Disagree,Yes,3,3,3
165,F4.1,Somewhat Disagree,Yes,2,4,4
166,F4.1,Neither Agree nor Disagree,Yes,3,3,3
167,F4.1,Somewhat Agree,Yes,4,2,2
168,F4.1,Strongly Agree,Yes,5,1,1
169,F4.1,Neither Agree nor Disagree,Yes,3,3,3
170,F4.1,Somewhat Disagree,Yes,2,4,4
171,F4.1,Neither Agree nor Disagree,Yes,3,3,3
172,F4.1,Strongly Agree,Yes,5,1,1
173,F4.1,Strongly Agree,Yes,5,1,1
174,F4.1,Neither Agree nor Disagree,Yes,3,3,3
175,F4.1,Neither Agree nor Disagree,Yes,3,3,3
176,F4.1,Somewhat Agree,Yes,4,2,2
177,F4.1,Somewhat Disagree,Yes,2,4,4
178,F4.1,Strongly Agree,Yes,5,1,1
179,F4.1,Somewhat Disagree,Yes,2,4,4
180,F4.1,Somewhat Disagree,Yes,2,4,4
181,F4.1,Somewhat Disagree,Yes,2,4,4
182,F4.1,Somewhat Agree,Yes,4,2,2
183,F4.1,Somewhat Agree,Yes,4,2,2
184,F4.1,Neither Agree nor Disagree,Yes,3,3,3
185,F4.1,Strongly Disagree,Yes,1,5,5
186,F4.1,Somewhat Disagree,Yes,2,4,4
187,F4.1,Neither Agree nor Disagree,Yes,3,3,3
188,F4.1,Somewhat Disagree,Yes,2,4,4
189,F4.1,Somewhat Disagree,Yes,2,4,4
190,F4.1,Neither Agree nor Disagree,Yes,3,3,3
191,F4.1,Somewhat Disagree,Yes,2,4,4
192,F4.1,Neither Agree nor Disagree,Yes,3,3,3
193,F4.1,Somewhat Agree,Yes,4,2,2
194,F4.1,Somewhat Disagree,Yes,2,4,4
195,F4.1,Somewhat Agree,Yes,4,2,2
196,F4.1,Somewhat Disagree,Yes,2,4,4
197,F4.1,Somewhat Disagree,Yes,2,4,4
198,F4.1,Somewhat Agree,Yes,4,2,2
199,F4.1,Somewhat Disagree,Yes,2,4,4
200,F4.1,Somewhat Agree,Yes,4,2,2
201,F4.1,Neither Agree nor Disagree,Yes,3,3,3
202,F4.1,Somewhat Disagree,Yes,2,4,4
203,F4.1,Strongly Disagree,Yes,1,5,5
204,F4.1,Somewhat Disagree,Yes,2,4,4
205,F4.1,Somewhat Disagree,Yes,2,4,4
206,F4.1,Neither Agree nor Disagree,Yes,3,3,3
207,F4.1,Strongly Agree,Yes,5,1,1
208,F4.1,Neither Agree nor Disagree,Yes,3,3,3
209,F4.1,Somewhat Agree,Yes,4,2,2
210,F4.1,Somewhat Agree,Yes,4,2,2
211,F4.1,Somewhat Disagree,Yes,2,4,4
212,F4.1,Somewhat Agree,Yes,4,2,2
213,F4.1,Somewhat Agree,Yes,4,2,2
214,F4.1,Somewhat Agree,Yes,4,2,2
215,F4.1,Somewhat Agree,Yes,4,2,2
216,F4.1,Neither Agree nor Disagree,Yes,3,3,3
217,F4.1,Neither Agree nor Disagree,Yes,3,3,3
218,F4.1,Strongly Disagree,Yes,1,5,5
219,F4.1,Neither Agree nor Disagree,Yes,3,3,3
220,F4.1,Somewhat Disagree,Yes,2,4,4
221,F4.1,Somewhat Disagree,Yes,2,4,4
222,F4.1,Somewhat Agree,Yes,4,2,2
223,F4.1,Neither Agree nor Disagree,Yes,3,3,3
224,F4.1,Somewhat Agree,Yes,4,2,2
225,F4.1,Somewhat Disagree,Yes,2,4,4
226,F4.1,Somewhat Disagree,Yes,2,4,4
227,F4.1,Somewhat Agree,Yes,4,2,2
228,F4.1,Neither Agree nor Disagree,Yes,3,3,3
229,F4.1,Neither Agree nor Disagree,Yes,3,3,3
230,F4.1,Somewhat Disagree,Yes,2,4,4
231,F4.1,Strongly Disagree,Yes,1,5,5
232,F4.1,Somewhat Disagree,Yes,2,4,4
233,F4.1,Somewhat Disagree,Yes,2,4,4
234,F4.1,Somewhat Agree,Yes,4,2,2
235,F4.1,Neither Agree nor Disagree,Yes,3,3,3
236,F4.1,Neither Agree nor Disagree,Yes,3,3,3
237,F4.1,Somewhat Agree,Yes,4,2,2
238,F4.1,Strongly Agree,Yes,5,1,1
239,F4.1,Somewhat Disagree,Yes,2,4,4
240,F4.1,Somewhat Disagree,Yes,2,4,4
241,F4.1,Neither Agree nor Disagree,Yes,3,3,3
242,F4.1,Somewhat Agree,Yes,4,2,2
243,F4.1,Somewhat Agree,Yes,4,2,2
244,F4.1,Neither Agree nor Disagree,Yes,3,3,3
245,F4.1,Somewhat Agree,Yes,4,2,2
246,F4.1,Strongly Disagree,Yes,1,5,5
247,F4.1,Neither Agree nor Disagree,Yes,3,3,3
248,F4.1,Neither Agree nor Disagree,Yes,3,3,3
249,F4.1,Somewhat Agree,Yes,4,2,2
250,F4.1,Neither Agree nor Disagree,Yes,3,3,3
251,F4.1,Neither Agree nor Disagree,Yes,3,3,3
252,F4.1,Strongly Agree,Yes,5,1,1
253,F4.1,Somewhat Disagree,Yes,2,4,4
254,F4.1,Somewhat Disagree,Yes,2,4,4
255,F4.1,Somewhat Disagree,Yes,2,4,4
256,F4.1,Somewhat Agree,Yes,4,2,2
257,F4.1,Somewhat Agree,Yes,4,2,2
258,F4.1,Somewhat Disagree,Yes,2,4,4
259,F4.1,Somewhat Disagree,Yes,2,4,4
260,F4.1,Neither Agree nor Disagree,Yes,3,3,3
261,F4.1,Somewhat Disagree,Yes,2,4,4
262,F4.1,Strongly Disagree,Yes,1,5,5
263,F4.1,Neither Agree nor Disagree,Yes,3,3,3
264,F4.1,Somewhat Disagree,Yes,2,4,4
1,F2.4,Somewhat Agree,No,4,2,4
2,F2.4,Somewhat Agree,No,4,2,4
3,F2.4,Somewhat Agree,No,4,2,4
4,F2.4,Strongly Agree,No,5,1,5
5,F2.4,Somewhat Agree,No,4,2,4
6,F2.4,Somewhat Agree,No,4,2,4
7,F2.4,Strongly Agree,No,5,1,5
8,F2.4,Somewhat Agree,No,4,2,4
9,F2.4,Somewhat Agree,No,4,2,4
10,F2.4,Strongly Agree,No,5,1,5
11,F2.4,Somewhat Agree,No,4,2,4
12,F2.4,Somewhat Agree,No,4,2,4
13,F2.4,Somewhat Agree,No,4,2,4
14,F2.4,Strongly Agree,No,5,1,5
15,F2.4,Strongly Agree,No,5,1,5
16,F2.4,Somewhat Agree,No,4,2,4
17,F2.4,Strongly Agree,No,5,1,5
18,F2.4,Strongly Agree,No,5,1,5
19,F2.4,Somewhat Agree,No,4,2,4
20,F2.4,Somewhat Agree,No,4,2,4
21,F2.4,Strongly Agree,No,5,1,5
22,F2.4,Strongly Agree,No,5,1,5
23,F2.4,Strongly Agree,No,5,1,5
24,F2.4,Somewhat Agree,No,4,2,4
25,F2.4,Somewhat Agree,No,4,2,4
26,F2.4,Somewhat Agree,No,4,2,4
27,F2.4,Neither Agree nor Disagree,No,3,3,3
28,F2.4,Somewhat Agree,No,4,2,4
29,F2.4,Strongly Agree,No,5,1,5
30,F2.4,Somewhat Agree,No,4,2,4
31,F2.4,Strongly Agree,No,5,1,5
32,F2.4,Somewhat Agree,No,4,2,4
33,F2.4,Strongly Agree,No,5,1,5
34,F2.4,Strongly Agree,No,5,1,5
35,F2.4,Somewhat Agree,No,4,2,4
36,F2.4,Neither Agree nor Disagree,No,3,3,3
37,F2.4,Somewhat Agree,No,4,2,4
38,F2.4,Somewhat Agree,No,4,2,4
39,F2.4,Somewhat Agree,No,4,2,4
40,F2.4,Somewhat Agree,No,4,2,4
41,F2.4,Somewhat Agree,No,4,2,4
42,F2.4,Strongly Agree,No,5,1,5
43,F2.4,Strongly Agree,No,5,1,5
44,F2.4,Strongly Agree,No,5,1,5
45,F2.4,Strongly Agree,No,5,1,5
46,F2.4,Strongly Agree,No,5,1,5
47,F2.4,Somewhat Agree,No,4,2,4
48,F2.4,Strongly Agree,No,5,1,5
49,F2.4,Somewhat Agree,No,4,2,4
50,F2.4,Somewhat Agree,No,4,2,4
51,F2.4,Somewhat Agree,No,4,2,4
52,F2.4,Somewhat Agree,No,4,2,4
53,F2.4,Strongly Agree,No,5,1,5
54,F2.4,Strongly Agree,No,5,1,5
55,F2.4,Somewhat Agree,No,4,2,4
56,F2.4,Somewhat Agree,No,4,2,4
57,F2.4,Strongly Agree,No,5,1,5
58,F2.4,Somewhat Agree,No,4,2,4
59,F2.4,Somewhat Agree,No,4,2,4
60,F2.4,Strongly Agree,No,5,1,5
61,F2.4,Neither Agree nor Disagree,No,3,3,3
62,F2.4,Somewhat Agree,No,4,2,4
63,F2.4,Somewhat Agree,No,4,2,4
64,F2.4,Somewhat Agree,No,4,2,4
65,F2.4,Neither Agree nor Disagree,No,3,3,3
66,F2.4,Strongly Agree,No,5,1,5
67,F2.4,Strongly Agree,No,5,1,5
68,F2.4,Strongly Agree,No,5,1,5
69,F2.4,Strongly Agree,No,5,1,5
70,F2.4,Strongly Agree,No,5,1,5
71,F2.4,Strongly Agree,No,5,1,5
72,F2.4,Strongly Agree,No,5,1,5
73,F2.4,Strongly Agree,No,5,1,5
74,F2.4,Strongly Agree,No,5,1,5
75,F2.4,Somewhat Agree,No,4,2,4
76,F2.4,"",No,,,
77,F2.4,Somewhat Agree,No,4,2,4
78,F2.4,Somewhat Agree,No,4,2,4
79,F2.4,Somewhat Agree,No,4,2,4
80,F2.4,Strongly Agree,No,5,1,5
81,F2.4,Strongly Agree,No,5,1,5
82,F2.4,Somewhat Agree,No,4,2,4
83,F2.4,Strongly Agree,No,5,1,5
84,F2.4,Somewhat Agree,No,4,2,4
85,F2.4,Somewhat Agree,No,4,2,4
86,F2.4,Somewhat Agree,No,4,2,4
87,F2.4,Somewhat Agree,No,4,2,4
88,F2.4,"",No,,,
89,F2.4,Somewhat Agree,No,4,2,4
90,F2.4,Strongly Agree,No,5,1,5
91,F2.4,Strongly Agree,No,5,1,5
92,F2.4,Strongly Agree,No,5,1,5
93,F2.4,Strongly Agree,No,5,1,5
94,F2.4,Strongly Agree,No,5,1,5
95,F2.4,Strongly Agree,No,5,1,5
96,F2.4,Somewhat Agree,No,4,2,4
97,F2.4,Strongly Agree,No,5,1,5
98,F2.4,Strongly Agree,No,5,1,5
99,F2.4,Somewhat Agree,No,4,2,4
100,F2.4,Somewhat Agree,No,4,2,4
101,F2.4,Somewhat Agree,No,4,2,4
102,F2.4,Strongly Agree,No,5,1,5
103,F2.4,Strongly Agree,No,5,1,5
104,F2.4,Somewhat Agree,No,4,2,4
105,F2.4,Somewhat Agree,No,4,2,4
106,F2.4,Somewhat Agree,No,4,2,4
107,F2.4,Somewhat Agree,No,4,2,4
108,F2.4,Somewhat Agree,No,4,2,4
109,F2.4,Somewhat Agree,No,4,2,4
110,F2.4,Strongly Agree,No,5,1,5
111,F2.4,Somewhat Agree,No,4,2,4
112,F2.4,Somewhat Agree,No,4,2,4
113,F2.4,Somewhat Agree,No,4,2,4
114,F2.4,Somewhat Agree,No,4,2,4
115,F2.4,Somewhat Agree,No,4,2,4
116,F2.4,Somewhat Agree,No,4,2,4
117,F2.4,Strongly Agree,No,5,1,5
118,F2.4,Somewhat Agree,No,4,2,4
119,F2.4,Somewhat Agree,No,4,2,4
120,F2.4,Strongly Agree,No,5,1,5
121,F2.4,Somewhat Agree,No,4,2,4
122,F2.4,Strongly Agree,No,5,1,5
123,F2.4,Somewhat Agree,No,4,2,4
124,F2.4,Strongly Agree,No,5,1,5
125,F2.4,Somewhat Agree,No,4,2,4
126,F2.4,Somewhat Agree,No,4,2,4
127,F2.4,Somewhat Agree,No,4,2,4
128,F2.4,Strongly Agree,No,5,1,5
129,F2.4,Strongly Agree,No,5,1,5
130,F2.4,Somewhat Agree,No,4,2,4
131,F2.4,Strongly Agree,No,5,1,5
132,F2.4,Strongly Agree,No,5,1,5
133,F2.4,Somewhat Agree,No,4,2,4
134,F2.4,Strongly Agree,No,5,1,5
135,F2.4,Somewhat Agree,No,4,2,4
136,F2.4,Strongly Agree,No,5,1,5
137,F2.4,Somewhat Agree,No,4,2,4
138,F2.4,Somewhat Agree,No,4,2,4
139,F2.4,Somewhat Agree,No,4,2,4
140,F2.4,Somewhat Agree,No,4,2,4
141,F2.4,Strongly Agree,No,5,1,5
142,F2.4,Somewhat Agree,No,4,2,4
143,F2.4,Somewhat Agree,No,4,2,4
144,F2.4,Strongly Agree,No,5,1,5
145,F2.4,Somewhat Agree,No,4,2,4
146,F2.4,Somewhat Agree,No,4,2,4
147,F2.4,Strongly Agree,No,5,1,5
148,F2.4,Somewhat Agree,No,4,2,4
149,F2.4,Somewhat Agree,No,4,2,4
150,F2.4,Somewhat Agree,No,4,2,4
151,F2.4,Strongly Agree,No,5,1,5
152,F2.4,Strongly Agree,No,5,1,5
153,F2.4,Somewhat Agree,No,4,2,4
154,F2.4,Strongly Agree,No,5,1,5
155,F2.4,Somewhat Agree,No,4,2,4
156,F2.4,Somewhat Agree,No,4,2,4
157,F2.4,Somewhat Agree,No,4,2,4
158,F2.4,Somewhat Agree,No,4,2,4
159,F2.4,Somewhat Agree,No,4,2,4
160,F2.4,Strongly Agree,No,5,1,5
161,F2.4,Somewhat Agree,No,4,2,4
162,F2.4,Somewhat Agree,No,4,2,4
163,F2.4,Strongly Agree,No,5,1,5
164,F2.4,Strongly Agree,No,5,1,5
165,F2.4,Strongly Agree,No,5,1,5
166,F2.4,Somewhat Agree,No,4,2,4
167,F2.4,Somewhat Agree,No,4,2,4
168,F2.4,Strongly Agree,No,5,1,5
169,F2.4,Somewhat Agree,No,4,2,4
170,F2.4,Strongly Agree,No,5,1,5
171,F2.4,Strongly Agree,No,5,1,5
172,F2.4,Somewhat Agree,No,4,2,4
173,F2.4,Strongly Agree,No,5,1,5
174,F2.4,Somewhat Agree,No,4,2,4
175,F2.4,Strongly Agree,No,5,1,5
176,F2.4,Somewhat Agree,No,4,2,4
177,F2.4,Strongly Agree,No,5,1,5
178,F2.4,Somewhat Agree,No,4,2,4
179,F2.4,Strongly Agree,No,5,1,5
180,F2.4,Strongly Agree,No,5,1,5
181,F2.4,Strongly Agree,No,5,1,5
182,F2.4,Somewhat Agree,No,4,2,4
183,F2.4,Strongly Agree,No,5,1,5
184,F2.4,Somewhat Agree,No,4,2,4
185,F2.4,Somewhat Agree,No,4,2,4
186,F2.4,Strongly Agree,No,5,1,5
187,F2.4,Somewhat Agree,No,4,2,4
188,F2.4,Strongly Agree,No,5,1,5
189,F2.4,Strongly Agree,No,5,1,5
190,F2.4,Strongly Agree,No,5,1,5
191,F2.4,Strongly Agree,No,5,1,5
192,F2.4,Somewhat Agree,No,4,2,4
193,F2.4,Strongly Agree,No,5,1,5
194,F2.4,Somewhat Agree,No,4,2,4
195,F2.4,Somewhat Agree,No,4,2,4
196,F2.4,Somewhat Agree,No,4,2,4
197,F2.4,Strongly Agree,No,5,1,5
198,F2.4,Somewhat Agree,No,4,2,4
199,F2.4,Strongly Agree,No,5,1,5
200,F2.4,Somewhat Agree,No,4,2,4
201,F2.4,Strongly Agree,No,5,1,5
202,F2.4,Somewhat Agree,No,4,2,4
203,F2.4,Strongly Agree,No,5,1,5
204,F2.4,Strongly Agree,No,5,1,5
205,F2.4,Somewhat Agree,No,4,2,4
206,F2.4,Somewhat Agree,No,4,2,4
